filename,archiveType,proxyObservationType,units
Ocn-Bermuda.DraschbaA.2000.lpd,coral,D18O,permil
Ocn-Bermuda.DraschbaB.2000.lpd,coral,D18O,permil
Ocn-BermudaSouthShore.Goodkin.2008.lpd,coral,Sr Ca,mmol/mol
Ocn-BermudaSouthShore.Goodkin.2008.lpd,coral,Sr/Ca,mmol/mol
Ocn-BiscayneBay.Swart.1996.lpd,coral,D18O,permil
Ocn-BuccooReefTobagoMontastrea.Moses.2006.lpd,coral,D18O,permil
Ocn-BuccooReefTobagoMontastrea.Moses.2006.lpd,coral,D13C,permil
Ocn-BuccooReefTobagoSidereastrea.Moses.2006.lpd,coral,D13C,permil
Ocn-BunakenIsland.Charles.2003.lpd,coral,D18O,permil
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,Calcification1,g/cm/yr
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,Calcification2,g/cm/yr
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,Calcification3,g/cm/yr
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,Composite,percent
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,CalcificationRate,percent
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,Calcification4,g/cm/yr
Ocn-CapeGhir.McGregor.2007.lpd,marine sediment,Uk37,NotApplicable
Ocn-CapeGhir.McGregor.2007.lpd,marine sediment,Notes,NotApplicable
Ocn-CapeGhir.McGregor.2007.lpd,marine sediment,Notes1,NotApplicable
Ocn-CapeHatteras.Cleroux.2008.lpd,marine sediment,GhostMeasured,NotApplicable
Ocn-CariacoBasin.Black.2007.lpd,marine sediment,Mg Ca,NotApplicable
Ocn-CariacoBasin.Lea.2003.lpd,marine sediment,Mg Ca,NotApplicable
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,Calcification1,g/cm/yr
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,Calcification2,g/cm/yr
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,Calcification3,g/cm/yr
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,Composite,percent
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,CalcificationRate,percent
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,Calcification4,g/cm/yr
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,Calcification5,g/cm/yr
Ocn-Clipperton1b.Wu.2014.lpd,coral,D18O,permil
Ocn-Clipperton1b.Wu.2014.lpd,coral,Sr Ca,mmol/mol
Ocn-Clipperton1b.Wu.2014.lpd,coral,Sr/Ca,mmol/mol
Ocn-Clipperton2b.Wu.2014.lpd,coral,Sr Ca,mmol/mol
Ocn-Clipperton2b.Wu.2014.lpd,coral,Sr/Ca,mmol/mol
Ocn-Clipperton4b.Wu.2014.lpd,coral,Sr Ca,mmol/mol
Ocn-Clipperton4b.Wu.2014.lpd,coral,Sr/Ca,mmol/mol
Ocn-Clipperton6a.Wu.2014.lpd,coral,Sr Ca,mmol/mol
Ocn-Clipperton6a.Wu.2014.lpd,coral,Sr/Ca,mmol/mol
Ocn-ClippertonAtoll.Linsley.2000.lpd,coral,D18O,permil
Ocn-ClippertonAtoll.Linsley.2000.lpd,coral,D13C,permil
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,Calcification1,g/cm/yr
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,Calcification2,g/cm/yr
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,Calcification3,g/cm/yr
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,Composite,percent
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,CalcificationRate,percent
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,Calcification4,g/cm/yr
Ocn-CoralSea.Calvo.2007.lpd,coral,D18O,permil
Ocn-CoralSea.Calvo.2007.lpd,coral,Sr Ca,mmol/mol
Ocn-CoralSea.Calvo.2007.lpd,coral,Sr/Ca,mmol/mol
Ocn-DoubleReef.Asami.2005.lpd,coral,D18O,permil
Ocn-DryTortugas.DeLong.2014.lpd,coral,Sr Ca,mmol/mol
Ocn-DryTortugas.DeLong.2014.lpd,coral,Sr/Ca,mmol/mol
Ocn-EasternTropicalNorthAtlantic.Kuhnert.2011.lpd,marine sediment,Mg Ca,NotApplicable
Ocn-FiskBasin.Richey.2009.lpd,marine sediment,Mg Ca,NotApplicable
Ocn-FloridaBay.Swart.1996.lpd,coral,D18O,permil
Ocn-FloridaBay.Swart.1996.lpd,coral,D13C,permil
Ocn-GBR.Wei.2009.lpd,coral,D18O,permil
Ocn-GBR.Wei.2009.lpd,coral,Sr Ca,mmol/mol
Ocn-GBR.Wei.2009.lpd,coral,Sr/Ca,mmol/mol
Ocn-GBR.Wei.2009.lpd,coral,D13C,permil
Ocn-GingerbreadsBahamas.Saenger.2009.lpd,coral,Calcification,cm/yr
Ocn-GreatBarrierReef.Hendy.2002.lpd,coral,Sr Ca,NotApplicable
Ocn-Guadeloupe.Steinhilber.2010.lpd,coral,D18O,permil
Ocn-Guadeloupe.Steinhilber.2010.lpd,coral,Sr Ca,mmol/mol
Ocn-Guadeloupe.Steinhilber.2010.lpd,coral,Sr/Ca,mmol/mol
Ocn-GulfofGuinea.Weldeab.2007.lpd,marine sediment,Mg Ca,NotApplicable
Ocn-GulfofMaine.Wanamaker.2007.lpd,bivalve,D18O,permil
Ocn-HaferaIsland.Wu.2013.lpd,coral,Sr Ca,mmol/mol
Ocn-HaferaIsland.Wu.2013.lpd,coral,Sr/Ca,mmol/mol
Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,coral,D18O,permil
Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,coral,D13C,permil
Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,coral,Sr Ca,mmol/mol
Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,coral,Sr/Ca,mmol/mol
Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,coral,D18O,permil
Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,coral,Sr Ca,mmol/mol
Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,coral,Sr/Ca,mmol/mol
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,Calcification1,g/cm/yr
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,Calcification2,g/cm/yr
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,Calcification3,g/cm/yr
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,Composite,percent
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,CalcificationRate,percent
Ocn-Ifaty1.Zinke.2014.lpd,coral,D18O,permil
Ocn-Ifaty4.Zinke.2004.lpd,coral,D18O,permil
Ocn-IfatyTul3.Zinke.2014.lpd,coral,D18O,permil
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,Calcification1,g/cm/yr
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,Calcification2,g/cm/yr
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,Calcification3,g/cm/yr
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,Composite,percent
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,CalcificationRate,percent
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,Calcification4,g/cm/yr
Ocn-JacafFjord.Sepúlveda.2009.lpd,marine sediment,Uk37,NotApplicable
Ocn-Kiritimati.Evans.1998.lpd,coral,D18O,permil
Ocn-Kiritimati.Evans.1998.lpd,coral,D13C,permil
Ocn-KuroshioCurrent.Isono.2009.lpd,marine sediment,Core,NotApplicable
Ocn-LaingIslandPapuaNewGuinea.Tudhope.2001.lpd,coral,D18O,permil
Ocn-Lombok.Charles.2003.lpd,coral,D18O,permil
Ocn-LosRoques.Hetzinger.2008.lpd,coral,D18O,permil
Ocn-MadangLagoonPapuaNewGuinea.Kuhnert.2001.lpd,coral,D18O,permil
Ocn-MadangLagoonPapuaNewGuinea.Tudhope.1995.lpd,coral,D18O,permil
Ocn-Mafia.Damassa.2006.lpd,coral,D18O,permil
Ocn-Mahe.Charles.1997.lpd,coral,D18O,permil
Ocn-Maiana.Urban.2000.lpd,coral,D18O,permil
Ocn-Malindi.Cole.2000.lpd,coral,D18O,permil
Ocn-Malindi.Nakamura.2009.lpd,coral,D18O,permil
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004.lpd,coral,D18O,permil
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004.lpd,coral,Sr Ca,mmol/mol
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004.lpd,coral,Sr/Ca,mmol/mol
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004.lpd,coral,D13C,permil
Ocn-Mayotte.Zinke.2008.lpd,coral,Sr Ca,mmol/mol
Ocn-Mayotte.Zinke.2008.lpd,coral,Sr/Ca,mmol/mol
Ocn-MD98-2160.Newton.2010.lpd,marine sediment,GhostMeasured,NotApplicable
Ocn-MD98-2177.Newton.2010.lpd,marine sediment,GhostMeasured,NotApplicable
Ocn-MentawaiIslands.Abram.2008.lpd,coral,D18O,permil
Ocn-MinorcaContourite.Moreno.2012.lpd,marine sediment,Uk37,NotApplicable
Ocn-MinorcaContourite.Moreno.2012.lpd,marine sediment,Notes,NotApplicable
Ocn-Miyanohama.Felis.2009.lpd,coral,D18O,permil
Ocn-Miyanohama.Felis.2009.lpd,coral,Sr Ca,mmol/mol
Ocn-Miyanohama.Felis.2009.lpd,coral,Sr/Ca,mmol/mol
Ocn-Miyanohama.Felis.2009.lpd,coral,D13C,permil
Ocn-MontegoBayJamaica.Haase-Schramm.2003.lpd,physical sample,Sr Ca,mmol/mol
Ocn-MontegoBayJamaica.Haase-Schramm.2003.lpd,physical sample,Sr/Ca,mmol/mol
Ocn-Moorea.Boiseau.1998.lpd,coral,D18O,permil
Ocn-Nauru.Guilderson.1999.lpd,coral,D18O,permil
Ocn-Nauru.Guilderson.1999.lpd,coral,D13C,permil
Ocn-NewIrelandPapua.Alibert.2008.lpd,coral,Sr Ca,mmol/mol
Ocn-NewIrelandPapua.Alibert.2008.lpd,coral,Sr/Ca,mmol/mol
Ocn-Ningaloo.Kuhnert.2000.lpd,coral,D18O,permil
Ocn-Ningaloo.Kuhnert.2000.lpd,coral,D13C,permil
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2002.lpd,coral,Sr Ca,mmol/mol
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2002.lpd,coral,Sr/Ca,mmol/mol
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2005.lpd,coral,Sr Ca,mmol/mol
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2005.lpd,coral,Sr/Ca,mmol/mol
Ocn-ODP984.Came.2007.lpd,marine sediment,Mg Ca,NotApplicable
Ocn-PalauRockIslands.Osborne.2014.lpd,coral,D18O,permil
Ocn-PalauRockIslands.Osborne.2014.lpd,coral,D13C,permil
Ocn-PalauUlongChannel.Osborne.2014.lpd,coral,D18O,permil
Ocn-PalauUlongChannel.Osborne.2014.lpd,coral,D13C,permil
Ocn-Palmyra.Cobb.2003.lpd,coral,D18O,permil
Ocn-Palmyra.Nurhati.2011.lpd,coral,D18O,permil
Ocn-PedradeLume-CapeVerdeIslands.Moses.2006.lpd,coral,D18O,permil
Ocn-PedroBankJamaica.Haase-Schramm.2003.lpd,physical sample,Sr/Ca,mmol/mol
Ocn-PigmyBasin.Richey.2015.lpd,marine sediment,Mg Ca,NotApplicable
Ocn-PuntaMaroma.Vásquez-Bedoya.2012.lpd,coral,Calcification,mm/yr
Ocn-Rabaul.Quinn.2006.lpd,coral,D18O,permil
Ocn-Rabaul.Quinn.2006.lpd,coral,Sr Ca,mmol/mol
Ocn-Rabaul.Quinn.2006.lpd,coral,Sr/Ca,mmol/mol
Ocn-Rabaul.Quinn.2006.lpd,coral,D13C,permil
Ocn-RarotongaSrCa2r.Linsley.2006.lpd,coral,Sr Ca,mmol/mol
Ocn-RarotongaSrCa2r.Linsley.2006.lpd,coral,Sr/Ca,mmol/mol
Ocn-Rarotonga_d18O2R.Linsley.2006.lpd,coral,D18O,permil
Ocn-Rarotonga_d18O2R.Linsley.2006.lpd,coral,D13C,permil
Ocn-Rarotonga_d18O3R.Linsley.2006.lpd,coral,D18O,permil
Ocn-Rarotonga_d18O3R.Linsley.2006.lpd,coral,D13C,permil
Ocn-Rarotonga_d18O99.Linsley.2006.lpd,coral,D18O,permil
Ocn-Rarotonga_d18O99.Linsley.2006.lpd,coral,D13C,permil
Ocn-RedSea.Felis.2000.lpd,coral,D18O,permil
Ocn-Reunion.Pfeiffer.2004.lpd,coral,D18O,permil
Ocn-SantaBarbaraBasin.Zhao.2000.lpd,marine sediment,Core,NotApplicable
Ocn-SavusavuBay1F.Linsley.2006.lpd,coral,D18O,permil
Ocn-SavusavuBay1F.Linsley.2006.lpd,coral,Sr Ca,mmol/mol
Ocn-SavusavuBay1F.Linsley.2006.lpd,coral,Sr/Ca,mmol/mol
Ocn-SavusavuBayAB.Linsley.2006.lpd,coral,D18O,permil
Ocn-SavusavuBayFiji.Bagnato.2005.lpd,coral,D18O,permil
Ocn-SecasIslandPanama.Linsley.1994.lpd,coral,D18O,permil
"Ocn-SinaiPeninsula,RedSea.Moustafa.2000.lpd",coral,D18O,permil
Ocn-SouthAtlanticWestAfrica.Leduc.2010.lpd,marine sediment,Uk37,NotApplicable
Ocn-TagusMudPatch.Abrantes.2005.lpd,marine sediment,Core,NotApplicable
Ocn-TagusMudPatch.Abrantes.2005.lpd,marine sediment,Uk37,NotApplicable
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,Calcification1,g/cm/yr
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,Calcification2,g/cm/yr
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,Calcification3,g/cm/yr
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,Composite,percent
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,CalcificationRate,percent
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,Calcification4,g/cm/yr
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,Calcification5,g/cm/yr
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,Calcification6,g/cm/yr
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,Calcification7,g/cm/yr
Ocn-Tarawa.Cole.1990.lpd,coral,D18O,permil
Ocn-TongueoftheOcean.Rosenheim.2005.lpd,sclerosponge,D18O,permil
Ocn-TongueoftheOcean.Rosenheim.2005.lpd,sclerosponge,Sr Ca,mmol/mol
Ocn-TongueoftheOcean.Rosenheim.2005.lpd,sclerosponge,Sr/Ca,mmol/mol
Ocn-TongueoftheOceanExuma.Rosenheim.2005.lpd,coral,D18O,permil
Ocn-TongueoftheOceanExuma.Rosenheim.2005.lpd,coral,Sr Ca,mmol/mol
Ocn-TongueoftheOceanExuma.Rosenheim.2005.lpd,coral,Sr/Ca,mmol/mol
Ocn-TurrumoteReefPuertoRico.Kilbourne.2008.lpd,coral,D18O,permil
Ocn-TurrumoteReefPuertoRico.Kilbourne.2008.lpd,coral,Sr Ca,mmol/mol
Ocn-TurrumoteReefPuertoRico.Kilbourne.2008.lpd,coral,Sr/Ca,mmol/mol
Ocn-TurrumoteReefPuertoRico.Kilbourne.2008.lpd,coral,D13C,permil
Ocn-UrvinaBay.Dunbar.1994.lpd,coral,D18O,permil
Ocn-Vanuatu.Gorman.2012.lpd,coral,D18O,permil
Ocn-Vanuatu.Gorman.2012.lpd,coral,D13C,permil
Ocn-Vanuatu.Quinn.1996.lpd,coral,D18O,permil
Ocn-WesternAntarcticPeninsula.Shevenell.2011.lpd,marine sediment,TEX86,NotApplicable
Ocn-XishaIslandSouthChinaSea.Sun.2004.lpd,coral,Sr Ca,mmol/mol
Ocn-XishaIslandSouthChinaSea.Sun.2004.lpd,coral,Sr/Ca,mmol/mol
ODP1019.Barron.2003.lpd,marine sediment,Uk37Prime,NotApplicable
ODP1098B.Shevenell.2011.lpd,marine sediment,D18O,per mil
ODP658.Sarnthein.1989.lpd,marine sediment,D18O,per mil
ODP658.Sarnthein.1989.lpd,marine sediment,D13C,per mil
ODP658.Sarnthein.1989.lpd,marine sediment,D18O,per mil
ODP658.Sarnthein.1989.lpd,marine sediment,D13C,per mil
ODP658.Sarnthein.1989.lpd,marine sediment,D18O,per mil
ODP658.Sarnthein.1989.lpd,marine sediment,D18O,per mil
ODP659.Tiedemann.1994.lpd,marine sediment,Dust,percent
ODP659.Tiedemann.1994.lpd,marine sediment,DryBulkDensity,g/cm^3
ODP662.Lisiecki.2005.lpd,marine sediment,D18O,per mil
ODP664.Raymo.1997.lpd,marine sediment,D18O,per mil
ODP976.Jimenez-Amat.2015.lpd,marine sediment,D18O,per mil
ODP976.Jimenez-Amat.2015.lpd,marine sediment,Mg/Ca,mmol/mol
P178-15P.Tierney.2015.lpd,marine sediment,Uk37Prime,NotApplicable
P178-15P.Tierney.2015.lpd,marine sediment,TEX86,NotApplicable
P178-15P.Tierney.2015.lpd,marine sediment,Mg/Ca,mmol/mol
P178-15P.Tierney.2015.lpd,marine sediment,D18O,per mil SMOW
Palmyra.Cobb.2013.lpd,coral,D18O,per mil
SAm-CentralAndes11.PAGES2k.2011.lpd,tree,Trsgi,NA
SAm-CentralAndes11.PAGES2k.2011.lpd,tree,TRW,NA
SAm-CentralAndes15.Neukom.2014.lpd,physical sample,Trsgi,NA
SAm-CentralAndes15.Neukom.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,Trsgi,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,Trsgi1,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,Trsgi2,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,Trsgi3,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,Trsgi4,NA
SAm-CentralAndes6.Villalba.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,Trsgi,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,Trsgi1,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,Trsgi2,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,Trsgi3,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,TRW,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,Trsgi4,NA
SAm-CentralAndes9.Mundo.2014.lpd,physical sample,TRW,NA
SAm-LagunaAculeo.vonGunten.2009.lpd,lake sediment,R660 670,NA
SAm-LagunaAculeo.vonGunten.2009.lpd,lake sediment,Reflectance,NA
SAm-LagunaChepical.deJong.2013.lpd,lake sediment,R570 630,NA
SAm-LagunaChepical.deJong.2013.lpd,lake sediment,Reflectance,NA
SAm-LagunaEscondida.Elbert.2013.lpd,lake sediment,BSi,mg/cm2/yr
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,D18O,permil
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,Thickness,mwe
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,IceAccumulation,mwe
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,Dust,permil
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,F,ppb
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,Cl,ppb
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,Sulfate,ppb
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,Nitrate,ppb
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,Na,ppb
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,Ammonium,ppb
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,K,ppb
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,Mg,ppb
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,Ca,ppb
SK168-GC1.Gebregiorgis.2016.lpd,marine sediment,D18O,per mil
SK168-GC1.Gebregiorgis.2016.lpd,marine sediment,D18O,per mil
SK168-GC1.Gebregiorgis.2016.lpd,marine sediment,Mg/Ca,mmol/mol
SK168-GC1.Gebregiorgis.2016.lpd,marine sediment,Mg/Ca,mmol/mol
SK168-GC1.Gebregiorgis.2016.lpd,marine sediment,Ba/Ca,µmol/mol
SK237-GC04.Saraswat.2013.lpd,marine sediment,Mg/Ca,mmol/mol
SK237-GC04.Saraswat.2013.lpd,marine sediment,D18O,per mil VPDB
SK237-GC04.Saraswat.2013.lpd,marine sediment,Ba/Ca,microm/m
TestDataset.2017.Khider.lpd,h,D18o,cm
TestDataset.2017.Khider.lpd,h,Mg/Ca,mmol/mol
TestDataset.2017.Khider.lpd,h,D18O,per mil VPDB
TR163-22.Lea.2006.lpd,marine sediment,D18O,per mil
TR163-22.Lea.2006.lpd,marine sediment,D18O,per mil
TR163-22.Lea.2006.lpd,marine sediment,Mg/Ca,mmol/mol
